Date,Service,Description,Cost,
2025-11-06,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-07,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-08,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-09,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-10,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-11,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-12,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-13,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-14,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-15,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-16,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-17,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-18,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-19,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-20,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-21,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-22,EC2,GB-Month of snapshot data stored - Asia Pacific (Seoul),0.08,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.07,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.07,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.07,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.07,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.08,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Jakarta),0.07,
2025-11-01,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-02,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-03,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-04,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-05,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-06,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-07,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-08,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-09,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-10,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-11,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-12,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-13,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-14,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-15,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-16,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-17,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-18,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-19,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-20,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-21,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-22,EC2,GB-Month of snapshot data stored - Asia Pacific (Jakarta),0.03,
2025-11-01,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-02,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-03,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-04,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-05,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-06,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-07,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-08,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-09,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-10,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-11,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-12,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-13,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-14,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-15,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-16,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-17,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-18,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-19,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-20,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.08,
2025-11-21,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.10,
2025-11-22,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,0.06,
2025-11-01,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-02,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-03,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-04,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-05,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-06,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-07,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-08,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-09,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-10,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-11,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-12,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-13,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-14,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-15,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-16,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-17,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-18,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-19,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-20,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-21,EC2,On Demand Windows m7i.large Instance Hour,0.05,
2025-11-22,EC2,On Demand Windows m7i.large Instance Hour,0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to US East (Ohio),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to EU (Ireland),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),0.00,
2025-11-01,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-02,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-03,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-04,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-05,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-06,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-07,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-08,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-09,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-10,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-11,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-12,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-13,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-14,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-15,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-16,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-17,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-18,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-19,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-20,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-21,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-22,EC2,GB - Asia Pacific (Jakarta) data transfer To EU (Ireland),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Tokyo),0.00,
2025-11-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-14,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-15,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-16,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-17,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-18,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-19,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-20,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-21,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-22,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai),0.00,
2025-11-01,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-02,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-03,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-04,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-05,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-06,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-07,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-08,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-09,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-10,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-11,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-12,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-13,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-14,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-15,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-16,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-17,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-18,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-19,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-20,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-21,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-22,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Ohio),0.00,
2025-11-01,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Northern Virginia),0.00,
2025-11-02,EC2,GB - Asia Pacific (Jakarta) data transfer to US East (Northern Virginia),0.00,
